"","postal_code","ward_name"
"3282","M9C","Etobicoke Centre"
"3283","M5J","Spadina-Fort York"
"3284","M5V","Spadina-Fort York"
"3285","M4L","Beaches-East York"
"3286","M4P","St.Paul's"
"3287","M8V","Etobicoke-Lakeshore"
"3288","M4M","Toronto-Danforth"
"3289","M1K","Scarborough Southwest"
"3290","M2R","Willowdale"
"3291","M8V","Etobicoke-Lakeshore"
"3292","M1K","Scarborough Southwest"
"3293","M5V","Spadina-Fort York"
"3294","M5B","Toronto Centre"
"3295","M5V","Spadina-Fort York"
"3296","M1B","Scarborough North"
"3297","M5C","Toronto Centre"
"3298","M4C","Beaches-East York"
"3299","M6H","Davenport"
"3300","M9B","Etobicoke Centre"
"3301","M5V","Spadina-Fort York"
"3302","M6E","Davenport"
"3303","M5J","Spadina-Fort York"
"3304","M2N","Willowdale"
"3305","M1C","Scarborough-Rouge Park"
"3306","M6K","Parkdale-High Park"
"3307","M5J","Spadina-Fort York"
"3308","M6P","Parkdale-High Park"
"3309","M9R","Etobicoke Centre"
"3310","M2M","Don Valley North"
"3311","M4Y","Toronto Centre"
"3312","M5V","Spadina-Fort York"
"3313","M6A","Eglinton-Lawrence"
"3314","M1P","Scarborough Centre"
"3315","M4L","Toronto-Danforth"
"3316","M5B","Toronto Centre"
"3317","M1M","Scarborough Southwest"
"3318","M5A","Toronto Centre"
"3319","M5A","Toronto Centre"
"3320","M6H","Davenport"
"3321","M4E","Beaches-East York"
"3322","M5B","Toronto Centre"
"3323","M2R","York Centre"
"3324","M4J","Toronto-Danforth"
"3325","M5V","Spadina-Fort York"
"3326","M5V","Spadina-Fort York"
"3327","M4Y","Toronto Centre"
"3328","M1N","Scarborough Southwest"
"3329","M6J","Davenport"
"3330","M5V","Spadina-Fort York"
"3331","M4B","Beaches-East York"
"3332","M5E","Toronto Centre"
"3333","M9B","Etobicoke Centre"
"3334","M5B","Toronto Centre"
"3335","M5R","University-Rosedale"
"3336","M4R","Eglinton-Lawrence"
"3337","M9B","Etobicoke Centre"
"3338","M4R","Eglinton-Lawrence"
"3339","M9B","Etobicoke Centre"
"3340","M9P","Etobicoke North"
"3341","M6R","Parkdale-High Park"
"3342","M6H","Davenport"
"3343","M6H","Davenport"
"3344","M5V","Spadina-Fort York"
"3345","M5V","Spadina-Fort York"
"3346","M4L","Beaches-East York"
"3347","M4C","Beaches-East York"
"3348","M1T","Scarborough-Agincourt"
"3349","M5A","Toronto Centre"
"3350","M5S","University-Rosedale"
"3351","M5V","Spadina-Fort York"
"3352","M5V","Spadina-Fort York"
"3353","M6H","Davenport"
"3354","M1L","Scarborough Southwest"
"3355","M1H","Scarborough-Guildwood"
"3356","M3B","Don Valley West"
"3357","M6J","Davenport"
"3358","M4J","Toronto-Danforth"
"3359","M5V","Spadina-Fort York"
"3360","M5V","Spadina-Fort York"
"3361","M5V","Spadina-Fort York"
"3362","M6S","Parkdale-High Park"
"3363","M2R","Willowdale"
"3364","M3H","York Centre"
"3365","M8V","Etobicoke-Lakeshore"
"3366","M6J","Spadina-Fort York"
"3367","M6S","Parkdale-High Park"
"3368","M2J","Don Valley North"
"3369","M5S","University-Rosedale"
"3370","M3H","York Centre"
"3371","M5V","Spadina-Fort York"
"3372","M4P","St.Paul's"
"3373","M1S","Scarborough North"
"3374","M9L","Humber River-Black Creek"
"3375","M5B","Toronto Centre"
"3376","M2N","Willowdale"
"3377","M5J","Spadina-Fort York"
"3378","M6K","Parkdale-High Park"
"3379","M1M","Scarborough Southwest"
"3380","M6J","Davenport"
"3381","M6H","Davenport"
"3382","M4W","University-Rosedale"
"3383","M5V","Spadina-Fort York"
"3384","M4L","Toronto-Danforth"
"3385","M1J","Scarborough Centre"
"3386","M9R","Etobicoke Centre"
"3387","M5V","Spadina-Fort York"
"3388","M3C","Don Valley East"
"3389","M5V","Spadina-Fort York"
"3390","M1E","Scarborough-Guildwood"
"3391","M5V","Spadina-Fort York"
"3392","M6P","Parkdale-High Park"
"3393","M5S","University-Rosedale"
"3394","M9C","Etobicoke Centre"
"3395","M8Y","Etobicoke-Lakeshore"
"3396","M4L","Toronto-Danforth"
"3397","M2R","York Centre"
"3398","M6K","Spadina-Fort York"
"3399","M5S","University-Rosedale"
"3400","M2M","Willowdale"
"3401","M5E","Spadina-Fort York"
"3402","M8Z","Etobicoke-Lakeshore"
"3403","M6J","Spadina-Fort York"
"3404","M5A","Toronto Centre"
"3405","M4Y","Toronto Centre"
"3406","M2N","Willowdale"
"3407","M2N","Willowdale"
"3408","M4E","Beaches-East York"
"3409","M5R","St.Paul's"
"3410","M5T","Spadina-Fort York"
"3411","M5V","Spadina-Fort York"
"3412","M4L","Beaches-East York"
"3413","M4P","Don Valley West"
"3414","M9R","Etobicoke North"
"3415","M6R","Parkdale-High Park"
"3416","M2N","Willowdale"
"3417","M6K","Parkdale-High Park"
"3418","M4S","St.Paul's"
"3419","M6H","Davenport"
"3420","M5V","Spadina-Fort York"
"3421","M5V","Spadina-Fort York"
"3422","M5S","Toronto Centre"
"3423","M5V","Spadina-Fort York"
"3424","M5J","Spadina-Fort York"
"3425","M3H","York Centre"
"3426","M4C","Beaches-East York"
"3427","M2N","Willowdale"
"3428","M1M","Scarborough Southwest"
"3429","M5A","Toronto Centre"
"3430","M6J","University-Rosedale"
"3431","M6G","University-Rosedale"
"3432","M5J","Spadina-Fort York"
"3433","M5R","University-Rosedale"
"3434","M2N","Willowdale"
"3435","M2M","Willowdale"
"3436","M6K","Parkdale-High Park"
"3437","M6N","York South-Weston"
"3438","M5V","Spadina-Fort York"
"3439","M4Y","Toronto Centre"
"3440","M5J","Spadina-Fort York"
"3441","M9B","Etobicoke-Lakeshore"
"3442","M5M","Eglinton-Lawrence"
"3443","M5J","Spadina-Fort York"
"3444","M9W","Etobicoke North"
"3445","M6H","Davenport"
"3446","M5V","Spadina-Fort York"
"3447","M1L","Scarborough Southwest"
"3448","M4Y","Toronto Centre"
"3449","M6P","Davenport"
"3450","M4M","Toronto-Danforth"
"3451","M4C","Beaches-East York"
"3452","M9M","Humber River-Black Creek"
"3453","M6K","Spadina-Fort York"
"3454","M8Z","Etobicoke-Lakeshore"
"3455","M1E","Scarborough-Guildwood"
"3456","M6E","Davenport"
"3457","M4M","Toronto-Danforth"
"3458","M5V","Spadina-Fort York"
"3459","M1N","Scarborough Southwest"
"3460","M1M","Scarborough Southwest"
"3461","M4L","Toronto-Danforth"
"3462","M4R","Eglinton-Lawrence"
"3463","M4V","St.Paul's"
"3464","M6R","Parkdale-High Park"
"3465","M5R","University-Rosedale"
"3466","M4J","Toronto-Danforth"
"3467","M8Y","Etobicoke-Lakeshore"
"3468","M5V","Spadina-Fort York"
"3469","M3N","Humber River-Black Creek"
"3470","M6N","York South-Weston"
"3471","M3B","Don Valley East"
"3472","M3K","York Centre"
"3473","M5B","Toronto Centre"
"3474","M5T","University-Rosedale"
"3475","M6H","Davenport"
"3476","M4X","Toronto Centre"
"3477","M9C","Etobicoke Centre"
"3478","M6K","Parkdale-High Park"
"3479","M4S","St.Paul's"
"3480","M4L","Beaches-East York"
"3481","M5P","St.Paul's"
"3482","M5V","Spadina-Fort York"
"3483","M2J","Don Valley North"
"3484","M5S","Toronto Centre"
"3485","M4C","Beaches-East York"
"3486","M5T","Spadina-Fort York"
"3487","M5J","Spadina-Fort York"
"3488","M4Y","Toronto Centre"
"3489","M5J","Spadina-Fort York"
"3490","M9A","Etobicoke Centre"
"3491","M6K","Spadina-Fort York"
"3492","M5A","Toronto Centre"
"3493","M6C","St.Paul's"
"3494","M9B","Etobicoke-Lakeshore"
"3495","M8V","Etobicoke-Lakeshore"
"3496","M5V","Spadina-Fort York"
"3497","M9B","Etobicoke Centre"
"3498","M5V","Spadina-Fort York"
"3499","M5P","St.Paul's"
"3500","M5J","Spadina-Fort York"
"3501","M3L","Humber River-Black Creek"
"3502","M5J","Spadina-Fort York"
"3503","M6J","Spadina-Fort York"
"3504","M5V","Spadina-Fort York"
"3505","M6H","Davenport"
"3506","M4G","Don Valley West"
"3507","M5T","Spadina-Fort York"
"3508","M4C","Beaches-East York"
"3509","M5V","Spadina-Fort York"
"3510","M6K","Spadina-Fort York"
"3511","M2K","Don Valley North"
"3512","M5J","Spadina-Fort York"
"3513","M6K","Parkdale-High Park"
"3514","M5V","Spadina-Fort York"
"3515","M1N","Scarborough Southwest"
"3516","M6G","St.Paul's"
"3517","M5S","University-Rosedale"
"3518","M4L","Beaches-East York"
"3519","M5V","Spadina-Fort York"
"3520","M6J","Spadina-Fort York"
"3521","M1S","Scarborough North"
"3522","M5V","Spadina-Fort York"
"3523","M5E","Spadina-Fort York"
"3524","M6E","Davenport"
"3525","M6H","Davenport"
"3526","M3C","Don Valley East"
"3527","M3A","Don Valley East"
"3528","M6P","Parkdale-High Park"
"3529","M6G","University-Rosedale"
"3530","M6K","Parkdale-High Park"
"3531","M5R","St.Paul's"
"3532","M5V","Spadina-Fort York"
"3533","M4E","Beaches-East York"
"3534","M4P","Don Valley West"
"3535","M1M","Scarborough Southwest"
"3536","M6H","Davenport"
"3537","M6J","Spadina-Fort York"
"3538","M6G","St.Paul's"
"3539","M6J","Spadina-Fort York"
"3540","M2K","Don Valley North"
"3541","M2J","Don Valley North"
"3542","M4A","Don Valley East"
"3543","M1V","Scarborough North"
"3544","M4P","Don Valley West"
"3545","M5V","Spadina-Fort York"
"3546","M3C","Don Valley East"
"3547","M6P","Parkdale-High Park"
"3548","M5V","Spadina-Fort York"
"3549","M5V","Spadina-Fort York"
"3550","M8V","Etobicoke-Lakeshore"
"3551","M6P","Parkdale-High Park"
"3552","M2N","Willowdale"
"3553","M5P","St.Paul's"
"3554","M5V","Spadina-Fort York"
"3555","M4Y","Toronto Centre"
"3556","M6J","Spadina-Fort York"
"3557","M6K","Spadina-Fort York"
"3558","M6H","Davenport"
"3559","M5V","Spadina-Fort York"
"3560","M6G","University-Rosedale"
"3561","M2J","Don Valley North"
"3562","M3C","Don Valley East"
"3563","M5V","Spadina-Fort York"
"3564","M4J","Toronto-Danforth"
"3565","M6E","St.Paul's"
"3566","M6H","Davenport"
"3567","M5G","University-Rosedale"
"3568","M5V","Spadina-Fort York"
"3569","M5B","Toronto Centre"
"3570","M4E","Beaches-East York"
"3571","M5S","University-Rosedale"
"3572","M6J","Spadina-Fort York"
"3573","M5B","Toronto Centre"
"3574","M1E","Scarborough-Rouge Park"
"3575","M4S","St.Paul's"
"3576","M4L","Beaches-East York"
"3577","M5R","St.Paul's"
"3578","M1W","Scarborough-Agincourt"
"3579","M4Y","Toronto Centre"
"3580","M3J","Humber River-Black Creek"
"3581","M4M","Toronto-Danforth"
"3582","M5V","Spadina-Fort York"
"3583","M5V","Spadina-Fort York"
"3584","M2R","Willowdale"
"3585","M6G","University-Rosedale"
"3586","M5T","Spadina-Fort York"
"3587","M5S","University-Rosedale"
"3588","M6L","York South-Weston"
"3589","M1C","Scarborough-Rouge Park"
"3590","M5V","Spadina-Fort York"
"3591","M9W","Etobicoke North"
"3592","M4L","Toronto-Danforth"
"3593","M5V","Spadina-Fort York"
"3594","M1P","Scarborough Centre"
"3595","M8V","Etobicoke-Lakeshore"
"3596","M6K","Spadina-Fort York"
"3597","M5E","Spadina-Fort York"
"3598","M5V","Spadina-Fort York"
"3599","M5V","Spadina-Fort York"
"3600","M5V","Spadina-Fort York"
"3601","M6K","Spadina-Fort York"
"3602","M9C","Etobicoke Centre"
"3603","M6K","Parkdale-High Park"
"3604","M5V","Spadina-Fort York"
"3605","M1V","Scarborough-Agincourt"
"3606","M5A","Toronto Centre"
"3607","M3A","Don Valley East"
"3608","M1L","Scarborough Southwest"
"3609","M5A","Toronto Centre"
"3610","M6R","Parkdale-High Park"
"3611","M5A","Toronto Centre"
"3612","M6R","Parkdale-High Park"
"3613","M9B","Etobicoke Centre"
"3614","M5V","Spadina-Fort York"
"3615","M2J","Don Valley North"
"3616","M3A","Don Valley East"
"3617","M6J","Davenport"
"3618","M6K","Parkdale-High Park"
"3619","M5R","University-Rosedale"
"3620","M5V","Spadina-Fort York"
"3621","M5J","Spadina-Fort York"
"3622","M5V","Spadina-Fort York"
"3623","M5V","Spadina-Fort York"
"3624","M6P","Davenport"
"3625","M6G","University-Rosedale"
"3626","M6N","York South-Weston"
"3627","M5A","Toronto Centre"
"3628","M3H","York Centre"
"3629","M4K","Toronto-Danforth"
"3630","M6K","Parkdale-High Park"
"3631","M6N","York South-Weston"
"3632","M9W","Etobicoke North"
"3633","M1N","Scarborough Southwest"
"3634","M5V","Spadina-Fort York"
"3635","M4E","Beaches-East York"
"3636","M6N","York South-Weston"
"3637","M4A","Don Valley East"
"3638","M4Y","Toronto Centre"
"3639","M5V","Spadina-Fort York"
"3640","M1E","Scarborough-Rouge Park"
"3641","M5V","Spadina-Fort York"
"3642","M5B","Toronto Centre"
"3643","M3H","York Centre"
"3644","M5A","Toronto Centre"
"3645","M2K","Don Valley North"
"3646","M8V","Etobicoke-Lakeshore"
"3647","M4J","Toronto-Danforth"
"3648","M5E","Spadina-Fort York"
"3649","M5S","University-Rosedale"
"3650","M1E","Scarborough-Guildwood"
"3651","M5S","Toronto Centre"
"3652","M5V","Spadina-Fort York"
"3653","M6K","Davenport"
"3654","M4S","Don Valley West"
"3655","M1L","Scarborough Southwest"
"3656","M5J","Spadina-Fort York"
"3657","M8W","Etobicoke-Lakeshore"
"3658","M9V","Etobicoke North"
"3659","M5V","Spadina-Fort York"
"3660","M4S","St.Paul's"
"3661","M5V","Spadina-Fort York"
"3662","M9A","Etobicoke Centre"
"3663","M5B","Toronto Centre"
"3664","M5J","Spadina-Fort York"
"3665","M6P","Davenport"
"3666","M2J","Don Valley North"
"3667","M2N","Willowdale"
"3668","M4G","Don Valley West"
"3669","M4C","Beaches-East York"
"3670","M4L","Toronto-Danforth"
"3671","M5A","Toronto Centre"
"3672","M4L","Toronto-Danforth"
"3673","M4E","Beaches-East York"
"3674","M6H","Davenport"
"3675","M4E","Beaches-East York"
"3676","M2R","York Centre"
"3677","M6N","Davenport"
"3678","M2M","Don Valley North"
"3679","M5V","Spadina-Fort York"
"3680","M5J","Spadina-Fort York"
"3681","M6K","Parkdale-High Park"
"3682","M6J","Spadina-Fort York"
"3683","M6H","Davenport"
"3684","M5B","Toronto Centre"
"3685","M5B","Toronto Centre"
"3686","M5V","Spadina-Fort York"
"3687","M5A","Toronto Centre"
"3688","M5V","Spadina-Fort York"
"3689","M5V","Spadina-Fort York"
"3690","M8W","Etobicoke-Lakeshore"
"3691","M5R","University-Rosedale"
"3692","M1C","Scarborough-Rouge Park"
"3693","M2H","Don Valley North"
"3694","M5S","University-Rosedale"
"3695","M5V","Spadina-Fort York"
"3696","M5R","University-Rosedale"
"3697","M6E","St.Paul's"
"3698","M1B","Scarborough North"
"3699","M5G","University-Rosedale"
"3700","M3C","Don Valley East"
"3701","M1G","Scarborough-Guildwood"
"3702","M5S","Toronto Centre"
"3703","M5B","Toronto Centre"
"3704","M5J","Spadina-Fort York"
"3705","M6N","Davenport"
"3706","M4M","Toronto-Danforth"
"3707","M6N","York South-Weston"
"3708","M1K","Scarborough Southwest"
"3709","M1L","Scarborough Southwest"
"3710","M6S","Parkdale-High Park"
"3711","M5V","Spadina-Fort York"
"3712","M6R","Parkdale-High Park"
"3713","M5V","Spadina-Fort York"
"3714","M4Y","Toronto Centre"
"3715","M5E","Spadina-Fort York"
"3716","M5R","University-Rosedale"
"3717","M6G","University-Rosedale"
"3718","M5A","Toronto Centre"
"3719","M4E","Beaches-East York"
"3720","M6H","Davenport"
"3721","M2M","Willowdale"
"3722","M5J","Spadina-Fort York"
"3723","M2N","Willowdale"
"3724","M2N","Willowdale"
"3725","M6H","Davenport"
"3726","M1J","Scarborough Centre"
"3727","M5V","Spadina-Fort York"
"3728","M5N","Eglinton-Lawrence"
"3729","M4P","St.Paul's"
"3730","M4K","Toronto-Danforth"
"3731","M3H","York Centre"
"3732","M4L","Beaches-East York"
"3733","M6R","Parkdale-High Park"
"3734","M8V","Etobicoke-Lakeshore"
"3735","M1M","Scarborough Southwest"
"3736","M1V","Scarborough North"
"3737","M5R","University-Rosedale"
"3738","M2M","Willowdale"
"3739","M6J","Spadina-Fort York"
"3740","M1S","Scarborough-Agincourt"
"3741","M6S","Parkdale-High Park"
"3742","M6K","Spadina-Fort York"
"3743","M5V","Spadina-Fort York"
"3744","M6G","University-Rosedale"
"3745","M6J","Spadina-Fort York"
"3746","M5S","University-Rosedale"
"3747","M5A","Toronto Centre"
"3748","M6K","Davenport"
"3749","M5E","Toronto Centre"
"3750","M5V","Spadina-Fort York"
"3751","M8W","Etobicoke-Lakeshore"
"3752","M9R","Etobicoke Centre"
"3753","M2N","Willowdale"
"3754","M5J","Spadina-Fort York"
"3755","M5B","Toronto Centre"
"3756","M5V","Spadina-Fort York"
"3757","M1T","Scarborough-Agincourt"
"3758","M6H","Davenport"
"3759","M9B","Etobicoke Centre"
"3760","M4Y","Toronto Centre"
"3761","M6H","Davenport"
"3762","M6G","University-Rosedale"
"3763","M6H","Davenport"
"3764","M5G","University-Rosedale"
"3765","M6P","Davenport"
"3766","M6E","Davenport"
"3767","M2K","Don Valley North"
"3768","M5A","Toronto Centre"
"3769","M9R","Etobicoke Centre"
"3770","M5J","Spadina-Fort York"
"3771","M6J","Spadina-Fort York"
"3772","M2N","Willowdale"
"3773","M8V","Etobicoke-Lakeshore"
"3774","M4P","St.Paul's"
"3775","M4N","Don Valley West"
"3776","M5V","Spadina-Fort York"
"3777","M1W","Scarborough-Agincourt"
"3778","M5V","Spadina-Fort York"
"3779","M4M","Toronto-Danforth"
"3780","M9B","Etobicoke Centre"
"3781","M6G","University-Rosedale"
"3782","M9B","Etobicoke Centre"
"3783","M6E","St.Paul's"
"3784","M5A","Toronto Centre"
"3785","M8W","Etobicoke-Lakeshore"
"3786","M6P","Parkdale-High Park"
"3787","M6H","Davenport"
"3788","M6H","Davenport"
"3789","M4E","Beaches-East York"
"3790","M5J","Spadina-Fort York"
"3791","M5V","Spadina-Fort York"
"3792","M2K","Don Valley North"
"3793","M5V","Spadina-Fort York"
"3794","M2N","Willowdale"
"3795","M1C","Scarborough-Rouge Park"
"3796","M1M","Scarborough-Guildwood"
"3797","M5J","Spadina-Fort York"
"3798","M5R","University-Rosedale"
"3799","M5V","Spadina-Fort York"
"3800","M5S","University-Rosedale"
"3801","M4Y","Toronto Centre"
"3802","M3B","Don Valley East"
"3803","M5J","Spadina-Fort York"
"3804","M6H","Davenport"
"3805","M4S","St.Paul's"
"3806","M5A","Toronto Centre"
"3807","M6J","Spadina-Fort York"
"3808","M6E","St.Paul's"
"3809","M5V","Spadina-Fort York"
"3810","M5V","Spadina-Fort York"
"3811","M4K","Toronto-Danforth"
"3812","M6G","University-Rosedale"
"3813","M4S","Don Valley West"
"3814","M5V","Spadina-Fort York"
"3815","M6J","Spadina-Fort York"
"3816","M4W","University-Rosedale"
"3817","M5V","Spadina-Fort York"
"3818","M5A","Toronto Centre"
"3819","M1G","Scarborough-Guildwood"
"3820","M6R","Parkdale-High Park"
"3821","M5V","Spadina-Fort York"
"3822","M6J","University-Rosedale"
"3823","M8V","Etobicoke-Lakeshore"
"3824","M8V","Etobicoke-Lakeshore"
"3825","M8Y","Etobicoke-Lakeshore"
"3826","M9N","York South-Weston"
"3827","M5B","Toronto Centre"
"3828","M5A","Toronto Centre"
"3829","M8W","Etobicoke-Lakeshore"
"3830","M5J","Spadina-Fort York"
"3831","M5J","Spadina-Fort York"
"3832","M4J","Toronto-Danforth"
"3833","M6J","Spadina-Fort York"
"3834","M5V","Spadina-Fort York"
"3835","M5V","Spadina-Fort York"
"3836","M5R","University-Rosedale"
"3837","M1N","Scarborough Southwest"
"3838","M5V","Spadina-Fort York"
"3839","M5V","Spadina-Fort York"
"3840","M2M","Willowdale"
"3841","M5E","Spadina-Fort York"
"3842","M4E","Beaches-East York"
"3843","M4P","Don Valley West"
"3844","M6R","Parkdale-High Park"
"3845","M6K","Spadina-Fort York"
"3846","M5J","Spadina-Fort York"
"3847","M1W","Scarborough-Agincourt"
"3848","M5V","Spadina-Fort York"
"3849","M5V","Spadina-Fort York"
"3850","M6G","University-Rosedale"
"3851","M3A","Don Valley East"
"3852","M6R","Parkdale-High Park"
"3853","M9W","Etobicoke North"
"3854","M5V","Spadina-Fort York"
"3855","M5V","Spadina-Fort York"
"3856","M2N","Willowdale"
"3857","M5R","University-Rosedale"
"3858","M5V","Spadina-Fort York"
"3859","M1C","Scarborough-Rouge Park"
"3860","M5R","University-Rosedale"
"3861","M5A","Toronto Centre"
"3862","M5V","Spadina-Fort York"
"3863","M6K","Spadina-Fort York"
"3864","M1E","Scarborough-Guildwood"
"3865","M2J","Don Valley North"
"3866","M5J","Spadina-Fort York"
"3867","M5A","Toronto Centre"
"3868","M4B","Beaches-East York"
"3869","M5T","Spadina-Fort York"
"3870","M5J","Spadina-Fort York"
"3871","M8Y","Etobicoke-Lakeshore"
"3872","M4Y","Toronto Centre"
"3873","M6J","Spadina-Fort York"
"3874","M5V","Spadina-Fort York"
"3875","M1N","Scarborough Southwest"
"3876","M5J","Spadina-Fort York"
"3877","M5R","University-Rosedale"
"3878","M6P","Davenport"
"3879","M2M","Willowdale"
"3880","M4K","Toronto-Danforth"
"3881","M5V","Spadina-Fort York"
"3882","M4J","Toronto-Danforth"
"3883","M6K","Davenport"
"3884","M5T","University-Rosedale"
"3885","M6G","University-Rosedale"
"3886","M5V","Spadina-Fort York"
"3887","M4L","Beaches-East York"
"3888","M5J","Spadina-Fort York"
"3889","M5V","Spadina-Fort York"
"3890","M1H","Scarborough-Guildwood"
"3891","M5B","University-Rosedale"
"3892","M4Y","Toronto Centre"
"3893","M8V","Etobicoke-Lakeshore"
"3894","M1K","Scarborough Southwest"
"3895","M4E","Beaches-East York"
"3896","M5J","Spadina-Fort York"
"3897","M6A","Eglinton-Lawrence"
"3898","M4S","Don Valley West"
"3899","M9N","York South-Weston"
"3900","M5V","Spadina-Fort York"
"3901","M6R","Parkdale-High Park"
"3902","M1S","Scarborough North"
"3903","M5V","Spadina-Fort York"
"3904","M1M","Scarborough Southwest"
"3905","M9L","Humber River-Black Creek"
"3906","M5S","University-Rosedale"
"3907","M4Y","Toronto Centre"
"3908","M6S","Parkdale-High Park"
"3909","M4X","Toronto Centre"
"3910","M5J","Spadina-Fort York"
"3911","M5T","University-Rosedale"
"3912","M4P","Don Valley West"
"3913","M2K","Don Valley North"
"3914","M1L","Scarborough Southwest"
"3915","M5E","Spadina-Fort York"
"3916","M4X","Toronto Centre"
"3917","M6J","Davenport"
"3918","M6N","York South-Weston"
"3919","M4L","Toronto-Danforth"
"3920","M2J","Don Valley North"
"3921","M6K","Parkdale-High Park"
"3922","M5V","Spadina-Fort York"
"3923","M6A","Eglinton-Lawrence"
"3924","M2K","Don Valley North"
"3925","M4Y","Toronto Centre"
"3926","M5H","Spadina-Fort York"
"3927","M5J","Spadina-Fort York"
"3928","M1L","Scarborough Southwest"
"3929","M9W","Etobicoke North"
"3930","M4Y","Toronto Centre"
"3931","M9W","Etobicoke North"
"3932","M5J","Spadina-Fort York"
"3933","M5S","University-Rosedale"
"3934","M4E","Beaches-East York"
"3935","M6G","University-Rosedale"
"3936","M1L","Scarborough Southwest"
"3937","M5R","University-Rosedale"
"3938","M2H","Don Valley North"
"3939","M5A","Toronto Centre"
"3940","M6J","University-Rosedale"
"3941","M8Y","Etobicoke-Lakeshore"
"3942","M2M","Willowdale"
"3943","M6J","University-Rosedale"
"3944","M5A","Spadina-Fort York"
"3945","M5A","Toronto Centre"
"3946","M5J","Spadina-Fort York"
"3947","M6N","York South-Weston"
"3948","M6A","Eglinton-Lawrence"
"3949","M4C","Beaches-East York"
"3950","M8Z","Etobicoke-Lakeshore"
"3951","M8Y","Etobicoke-Lakeshore"
"3952","M5V","Spadina-Fort York"
"3953","M5A","Toronto Centre"
"3954","M5T","University-Rosedale"
"3955","M5J","Spadina-Fort York"
"3956","M5A","Toronto Centre"
"3957","M5B","Toronto Centre"
"3958","M4L","Toronto-Danforth"
"3959","M2N","Willowdale"
"3960","M9N","York South-Weston"
"3961","M6R","Parkdale-High Park"
"3962","M6P","Parkdale-High Park"
"3963","M3L","Humber River-Black Creek"
"3964","M6G","University-Rosedale"
"3965","M5R","University-Rosedale"
"3966","M5R","University-Rosedale"
"3967","M2N","Willowdale"
"3968","M4G","Don Valley West"
"3969","M6P","Parkdale-High Park"
"3970","M6E","Eglinton-Lawrence"
"3971","M1J","Scarborough Centre"
"3972","M9N","York South-Weston"
"3973","M1P","Scarborough Centre"
"3974","M4L","Beaches-East York"
"3975","M5R","University-Rosedale"
"3976","M4J","Toronto-Danforth"
"3977","M1V","Scarborough-Agincourt"
"3978","M9W","Etobicoke North"
"3979","M4J","Toronto-Danforth"
"3980","M5R","University-Rosedale"
"3981","M4L","Beaches-East York"
"3982","M1H","Scarborough-Guildwood"
"3983","M5R","University-Rosedale"
"3984","M4X","Toronto Centre"
"3985","M5S","University-Rosedale"
"3986","M1L","Scarborough Southwest"
"3987","M5A","Toronto Centre"
"3988","M9B","Etobicoke Centre"
"3989","M6H","Davenport"
"3990","M4E","Beaches-East York"
"3991","M2M","Willowdale"
"3992","M9C","Etobicoke Centre"
"3993","M9A","Etobicoke-Lakeshore"
"3994","M6K","Spadina-Fort York"
"3995","M5V","Spadina-Fort York"
"3996","M6R","Parkdale-High Park"
"3997","M5A","Toronto Centre"
"3998","M5R","University-Rosedale"
"3999","M2R","York Centre"
"4000","M5J","Spadina-Fort York"
"4001","M6J","Spadina-Fort York"
"4002","M9V","Etobicoke North"
"4003","M6P","Parkdale-High Park"
"4004","M5M","Eglinton-Lawrence"
"4005","M4E","Beaches-East York"
"4006","M6J","Spadina-Fort York"
"4007","M5V","Spadina-Fort York"
"4008","M5V","Spadina-Fort York"
"4009","M6H","Davenport"
"4010","M5V","Spadina-Fort York"
"4011","M5J","Spadina-Fort York"
"4012","M4N","Don Valley West"
"4013","M6P","Davenport"
"4014","M3J","Humber River-Black Creek"
"4015","M4M","Toronto-Danforth"
"4016","M5J","Spadina-Fort York"
"4017","M4X","Toronto Centre"
"4018","M6J","Spadina-Fort York"
"4019","M5J","Spadina-Fort York"
"4020","M5A","Toronto Centre"
"4021","M5B","Toronto Centre"
"4022","M5V","Spadina-Fort York"
"4023","M4S","St.Paul's"
"4024","M8W","Etobicoke-Lakeshore"
"4025","M6M","York South-Weston"
"4026","M6K","Spadina-Fort York"
"4027","M1E","Scarborough-Guildwood"
"4028","M6J","University-Rosedale"
"4029","M6J","University-Rosedale"
"4030","M5V","Spadina-Fort York"
"4031","M1L","Scarborough Southwest"
"4032","M6G","University-Rosedale"
"4033","M5V","Spadina-Fort York"
"4034","M9C","Etobicoke Centre"
"4035","M5T","University-Rosedale"
"4036","M2N","Willowdale"
"4037","M6G","University-Rosedale"
"4038","M5V","Spadina-Fort York"
"4039","M6J","Spadina-Fort York"
"4040","M5R","University-Rosedale"
"4041","M6H","Davenport"
"4042","M1T","Scarborough-Agincourt"
"4043","M9B","Etobicoke Centre"
"4044","M2J","Don Valley North"
"4045","M4E","Beaches-East York"
"4046","M5V","Spadina-Fort York"
"4047","M5V","Spadina-Fort York"
"4048","M8V","Etobicoke-Lakeshore"
"4049","M4Y","Toronto Centre"
"4050","M5V","Spadina-Fort York"
"4051","M3J","Humber River-Black Creek"
"4052","M6G","University-Rosedale"
"4053","M6L","York South-Weston"
"4054","M4R","Eglinton-Lawrence"
"4055","M5V","Spadina-Fort York"
"4056","M6N","York South-Weston"
"4057","M4L","Toronto-Danforth"
"4058","M5V","Spadina-Fort York"
"4059","M4K","Toronto-Danforth"
"4060","M4S","Don Valley West"
"4061","M4S","St.Paul's"
