"","postal_code","ward_name"
"4062","M6J","Spadina-Fort York"
"4063","M6R","Parkdale-High Park"
"4064","M5V","Spadina-Fort York"
"4065","M4L","Toronto-Danforth"
"4066","M4W","University-Rosedale"
"4067","M6L","York South-Weston"
"4068","M6P","Davenport"
"4069","M5V","Spadina-Fort York"
"4070","M1J","Scarborough-Guildwood"
"4071","M1X","Scarborough-Rouge Park"
"4072","M3B","Don Valley East"
"4073","M6H","Davenport"
"4074","M5J","Spadina-Fort York"
"4075","M4K","Toronto-Danforth"
"4076","M6J","Spadina-Fort York"
"4077","M2R","Willowdale"
"4078","M5B","Toronto Centre"
"4079","M4Y","Toronto Centre"
"4080","M9P","Etobicoke North"
"4081","M6N","York South-Weston"
"4082","M5V","Spadina-Fort York"
"4083","M4E","Beaches-East York"
"4084","M5B","Toronto Centre"
"4085","M5V","Spadina-Fort York"
"4086","M4R","Eglinton-Lawrence"
"4087","M6J","Spadina-Fort York"
"4088","M6J","Spadina-Fort York"
"4089","M8Z","Etobicoke-Lakeshore"
"4090","M5A","Toronto Centre"
"4091","M5V","Spadina-Fort York"
"4092","M6K","Parkdale-High Park"
"4093","M6G","University-Rosedale"
"4094","M6R","Parkdale-High Park"
"4095","M6G","University-Rosedale"
"4096","M4L","Toronto-Danforth"
"4097","M6H","Davenport"
"4098","M5J","Spadina-Fort York"
"4099","M5R","University-Rosedale"
"4100","M2R","Willowdale"
"4101","M6K","Parkdale-High Park"
"4102","M6P","Parkdale-High Park"
"4103","M9R","Etobicoke Centre"
"4104","M6P","Parkdale-High Park"
"4105","M6J","Davenport"
"4106","M5V","Spadina-Fort York"
"4107","M5J","Spadina-Fort York"
"4108","M2H","Don Valley North"
"4109","M6J","Spadina-Fort York"
"4110","M2N","Willowdale"
"4111","M5V","Spadina-Fort York"
"4112","M2R","Willowdale"
"4113","M4K","Toronto-Danforth"
"4114","M6G","University-Rosedale"
"4115","M1W","Scarborough-Agincourt"
"4116","M5R","University-Rosedale"
"4117","M6J","Spadina-Fort York"
"4118","M4K","Toronto-Danforth"
"4119","M8Z","Etobicoke-Lakeshore"
"4120","M6K","Spadina-Fort York"
"4121","M1P","Scarborough Centre"
"4122","M4Y","Toronto Centre"
"4123","M9R","Etobicoke North"
"4124","M8Y","Etobicoke-Lakeshore"
"4125","M5V","Spadina-Fort York"
"4126","M5V","Spadina-Fort York"
"4127","M5P","St.Paul's"
"4128","M5A","Toronto Centre"
"4129","M9A","Etobicoke Centre"
"4130","M5V","Spadina-Fort York"
"4131","M6K","Spadina-Fort York"
"4132","M6P","Parkdale-High Park"
"4133","M2J","Don Valley North"
"4134","M5V","Spadina-Fort York"
"4135","M5V","Spadina-Fort York"
"4136","M5V","Spadina-Fort York"
"4137","M5M","Eglinton-Lawrence"
"4138","M8V","Etobicoke-Lakeshore"
"4139","M2J","Don Valley North"
"4140","M4A","Don Valley East"
"4141","M6J","Spadina-Fort York"
"4142","M5J","Spadina-Fort York"
"4143","M4M","Toronto-Danforth"
"4144","M9B","Etobicoke Centre"
"4145","M4S","St.Paul's"
"4146","M6G","University-Rosedale"
"4147","M8V","Etobicoke-Lakeshore"
"4148","M5M","Eglinton-Lawrence"
"4149","M5V","Spadina-Fort York"
"4150","M5N","Eglinton-Lawrence"
"4151","M5R","University-Rosedale"
"4152","M1T","Scarborough-Agincourt"
"4153","M6B","Eglinton-Lawrence"
"4154","M5M","Eglinton-Lawrence"
"4155","M6H","Davenport"
"4156","M5V","Spadina-Fort York"
"4157","M5A","Toronto Centre"
"4158","M4E","Beaches-East York"
"4159","M5A","Toronto Centre"
"4160","M4M","Toronto-Danforth"
"4161","M5B","Toronto Centre"
"4162","M5J","Spadina-Fort York"
"4163","M9W","Etobicoke North"
"4164","M6K","Parkdale-High Park"
"4165","M1G","Scarborough-Guildwood"
"4166","M5H","Spadina-Fort York"
"4167","M4M","Toronto-Danforth"
"4168","M1B","Scarborough-Rouge Park"
"4169","M5A","Toronto Centre"
"4170","M5J","Spadina-Fort York"
"4171","M5V","Spadina-Fort York"
"4172","M1L","Scarborough Southwest"
"4173","M2R","Willowdale"
"4174","M1V","Scarborough North"
"4175","M5E","Spadina-Fort York"
"4176","M4M","Toronto-Danforth"
"4177","M4E","Beaches-East York"
"4178","M6R","Parkdale-High Park"
"4179","M6K","Parkdale-High Park"
"4180","M3A","Don Valley East"
"4181","M5J","Spadina-Fort York"
"4182","M4N","Don Valley West"
"4183","M5V","Spadina-Fort York"
"4184","M5J","Spadina-Fort York"
"4185","M6H","Davenport"
"4186","M8V","Etobicoke-Lakeshore"
"4187","M6P","Parkdale-High Park"
"4188","M9P","Etobicoke Centre"
"4189","M5A","Toronto Centre"
"4190","M5T","University-Rosedale"
"4191","M5J","Spadina-Fort York"
"4192","M1H","Scarborough-Guildwood"
"4193","M5J","Spadina-Fort York"
"4194","M2J","Don Valley North"
"4195","M5V","Spadina-Fort York"
"4196","M5T","Spadina-Fort York"
"4197","M8V","Etobicoke-Lakeshore"
"4198","M1B","Scarborough-Rouge Park"
"4199","M9R","Etobicoke North"
"4200","M8V","Etobicoke-Lakeshore"
"4201","M6C","St.Paul's"
"4202","M5V","Spadina-Fort York"
"4203","M5V","Spadina-Fort York"
"4204","M4K","Toronto-Danforth"
"4205","M6S","Parkdale-High Park"
"4206","M5G","Spadina-Fort York"
"4207","M6K","Spadina-Fort York"
"4208","M5J","Spadina-Fort York"
"4209","M4Y","Toronto Centre"
"4210","M5V","Spadina-Fort York"
"4211","M5R","University-Rosedale"
"4212","M6A","Eglinton-Lawrence"
"4213","M5V","Spadina-Fort York"
"4214","M8W","Etobicoke-Lakeshore"
"4215","M5V","Spadina-Fort York"
"4216","M5V","Spadina-Fort York"
"4217","M5V","Spadina-Fort York"
"4218","M4Y","Toronto Centre"
"4219","M4M","Toronto-Danforth"
"4220","M1K","Scarborough Southwest"
"4221","M4C","Beaches-East York"
"4222","M5J","Spadina-Fort York"
"4223","M2J","Don Valley North"
"4224","M5J","Spadina-Fort York"
"4225","M2P","Don Valley West"
"4226","M5J","Spadina-Fort York"
"4227","M6E","Davenport"
"4228","M4M","Toronto-Danforth"
"4229","M4V","St.Paul's"
"4230","M2R","York Centre"
"4231","M1K","Scarborough Southwest"
"4232","M9M","Humber River-Black Creek"
"4233","M2P","Don Valley West"
"4234","M1M","Scarborough Southwest"
"4235","M4C","Beaches-East York"
"4236","M6N","Davenport"
"4237","M4S","St.Paul's"
"4238","M5R","University-Rosedale"
"4239","M6R","Davenport"
"4240","M6K","Spadina-Fort York"
"4241","M5V","Spadina-Fort York"
"4242","M2M","Willowdale"
"4243","M6J","Spadina-Fort York"
"4244","M5V","Spadina-Fort York"
"4245","M2R","York Centre"
"4246","M2J","Don Valley North"
"4247","M6S","Parkdale-High Park"
"4248","M5N","Eglinton-Lawrence"
"4249","M9L","Humber River-Black Creek"
"4250","M2N","Willowdale"
"4251","M6H","Davenport"
"4252","M5J","Spadina-Fort York"
"4253","M4C","Beaches-East York"
"4254","M6P","Parkdale-High Park"
"4255","M4X","Toronto Centre"
"4256","M5V","Spadina-Fort York"
"4257","M6P","Parkdale-High Park"
"4258","M5A","Toronto Centre"
"4259","M9C","Etobicoke Centre"
"4260","M6R","Parkdale-High Park"
"4261","M6H","Davenport"
"4262","M6L","York South-Weston"
"4263","M5V","Spadina-Fort York"
"4264","M6B","Eglinton-Lawrence"
"4265","M2L","Don Valley West"
"4266","M4Y","Toronto Centre"
"4267","M9R","Etobicoke North"
"4268","M4C","Beaches-East York"
"4269","M6H","Davenport"
"4270","M1T","Scarborough-Agincourt"
"4271","M6J","University-Rosedale"
"4272","M8Z","Etobicoke-Lakeshore"
"4273","M1P","Scarborough Centre"
"4274","M5V","Spadina-Fort York"
"4275","M5V","Spadina-Fort York"
"4276","M6L","York South-Weston"
"4277","M6M","York South-Weston"
"4278","M5R","University-Rosedale"
"4279","M5G","University-Rosedale"
"4280","M4P","St.Paul's"
"4281","M2R","Willowdale"
"4282","M6S","Parkdale-High Park"
"4283","M4X","Toronto Centre"
"4284","M6C","St.Paul's"
"4285","M5V","Spadina-Fort York"
"4286","M2R","Willowdale"
"4287","M8Y","Etobicoke-Lakeshore"
"4288","M4E","Beaches-East York"
"4289","M1N","Scarborough Southwest"
"4290","M2N","Willowdale"
"4291","M6J","University-Rosedale"
"4292","M1B","Scarborough-Rouge Park"
"4293","M5T","University-Rosedale"
"4294","M4K","Toronto-Danforth"
"4295","M4Y","Toronto Centre"
"4296","M5S","Toronto Centre"
"4297","M5J","Spadina-Fort York"
"4298","M5T","Spadina-Fort York"
"4299","M5J","Spadina-Fort York"
"4300","M4C","Beaches-East York"
"4301","M5R","University-Rosedale"
"4302","M6G","St.Paul's"
"4303","M6M","York South-Weston"
"4304","M5J","Spadina-Fort York"
"4305","M2N","Willowdale"
"4306","M4C","Beaches-East York"
"4307","M5V","Spadina-Fort York"
"4308","M4C","Beaches-East York"
"4309","M5J","Spadina-Fort York"
"4310","M2J","Don Valley North"
"4311","M4S","Don Valley West"
"4312","M4P","Don Valley West"
"4313","M4M","Toronto-Danforth"
"4314","M4X","Toronto Centre"
"4315","M4J","Toronto-Danforth"
"4316","M2M","Willowdale"
"4317","M9M","Humber River-Black Creek"
"4318","M5A","Toronto Centre"
"4319","M4E","Beaches-East York"
"4320","M5V","Spadina-Fort York"
"4321","M6M","York South-Weston"
"4322","M4M","Toronto-Danforth"
"4323","M3K","York Centre"
"4324","M4J","Toronto-Danforth"
"4325","M8V","Etobicoke-Lakeshore"
"4326","M5V","Spadina-Fort York"
"4327","M5J","Spadina-Fort York"
"4328","M5V","Spadina-Fort York"
"4329","M5B","Toronto Centre"
"4330","M3A","Don Valley East"
"4331","M6G","University-Rosedale"
"4332","M9R","Etobicoke North"
"4333","M5B","Toronto Centre"
"4334","M8V","Etobicoke-Lakeshore"
"4335","M4L","Beaches-East York"
"4336","M6G","University-Rosedale"
"4337","M5R","University-Rosedale"
"4338","M6M","York South-Weston"
"4339","M5V","Spadina-Fort York"
"4340","M5R","University-Rosedale"
"4341","M5V","Spadina-Fort York"
"4342","M5E","Toronto Centre"
"4343","M3A","Don Valley East"
"4344","M6K","Spadina-Fort York"
"4345","M5A","Toronto Centre"
"4346","M5V","Spadina-Fort York"
"4347","M5V","Spadina-Fort York"
"4348","M9A","Etobicoke Centre"
"4349","M6R","Parkdale-High Park"
"4350","M2J","Don Valley North"
"4351","M6J","Spadina-Fort York"
"4352","M2M","Willowdale"
"4353","M5V","Spadina-Fort York"
"4354","M6N","York South-Weston"
"4355","M5J","Spadina-Fort York"
"4356","M5A","Toronto Centre"
"4357","M4C","Beaches-East York"
"4358","M4G","Don Valley West"
"4359","M6K","Spadina-Fort York"
"4360","M5A","Toronto Centre"
"4361","M5V","Spadina-Fort York"
"4362","M5B","Toronto Centre"
"4363","M5V","Spadina-Fort York"
"4364","M5A","Toronto Centre"
"4365","M5V","Spadina-Fort York"
"4366","M6K","Parkdale-High Park"
"4367","M3K","York Centre"
"4368","M3K","York Centre"
"4369","M6R","Parkdale-High Park"
"4370","M5V","Spadina-Fort York"
"4371","M6R","Parkdale-High Park"
"4372","M4J","Toronto-Danforth"
"4373","M6N","Davenport"
"4374","M6H","Davenport"
"4375","M2N","Willowdale"
"4376","M5R","University-Rosedale"
"4377","M4P","Eglinton-Lawrence"
"4378","M6H","Davenport"
"4379","M6E","Eglinton-Lawrence"
"4380","M4M","Toronto-Danforth"
"4381","M4A","Don Valley East"
"4382","M4P","St.Paul's"
"4383","M4J","Toronto-Danforth"
"4384","M6J","University-Rosedale"
"4385","M4R","Eglinton-Lawrence"
"4386","M5V","Spadina-Fort York"
"4387","M5R","University-Rosedale"
"4388","M5J","Spadina-Fort York"
"4389","M5M","Eglinton-Lawrence"
"4390","M6J","Davenport"
"4391","M4C","Beaches-East York"
"4392","M1T","Scarborough-Agincourt"
"4393","M6H","Davenport"
"4394","M4J","Toronto-Danforth"
"4395","M4W","Toronto Centre"
"4396","M4E","Beaches-East York"
"4397","M6K","Davenport"
"4398","M4K","Toronto-Danforth"
"4399","M2N","Willowdale"
"4400","M5V","Spadina-Fort York"
"4401","M6E","Davenport"
"4402","M4Y","Toronto Centre"
"4403","M5V","Spadina-Fort York"
"4404","M3K","York Centre"
"4405","M5N","Eglinton-Lawrence"
"4406","M6J","Davenport"
"4407","M5V","Spadina-Fort York"
"4408","M6J","Spadina-Fort York"
"4409","M6K","Spadina-Fort York"
"4410","M6G","St.Paul's"
"4411","M4P","St.Paul's"
"4412","M5B","Toronto Centre"
"4413","M5A","Toronto Centre"
"4414","M1E","Scarborough-Rouge Park"
"4415","M4M","Toronto-Danforth"
"4416","M1P","Scarborough Centre"
"4417","M4S","Don Valley West"
"4418","M5C","Toronto Centre"
"4419","M4J","Toronto-Danforth"
"4420","M1R","Don Valley East"
"4421","M5A","Toronto Centre"
"4422","M4K","Toronto-Danforth"
"4423","M2J","Don Valley North"
"4424","M6N","Davenport"
"4425","M4C","Beaches-East York"
"4426","M2N","Willowdale"
"4427","M5T","University-Rosedale"
"4428","M5J","Spadina-Fort York"
"4429","M5V","Spadina-Fort York"
"4430","M1E","Scarborough-Guildwood"
"4431","M4X","Toronto Centre"
"4432","M6A","Eglinton-Lawrence"
"4433","M9R","Etobicoke Centre"
"4434","M5J","Spadina-Fort York"
"4435","M2M","Willowdale"
"4436","M8Y","Etobicoke-Lakeshore"
"4437","M1E","Scarborough-Rouge Park"
"4438","M5V","Spadina-Fort York"
"4439","M5V","Spadina-Fort York"
"4440","M6K","Parkdale-High Park"
"4441","M5S","Toronto Centre"
"4442","M4L","Beaches-East York"
"4443","M4J","Toronto-Danforth"
"4444","M2M","Willowdale"
"4445","M9W","Etobicoke North"
"4446","M5A","Toronto Centre"
"4447","M5V","Spadina-Fort York"
"4448","M5V","Spadina-Fort York"
"4449","M4G","Don Valley West"
"4450","M6G","University-Rosedale"
"4451","M6J","University-Rosedale"
"4452","M5V","Spadina-Fort York"
"4453","M5B","Toronto Centre"
"4454","M6J","Spadina-Fort York"
"4455","M6H","Davenport"
"4456","M6S","Parkdale-High Park"
"4457","M6R","Parkdale-High Park"
"4458","M1E","Scarborough-Rouge Park"
"4459","M5V","Spadina-Fort York"
"4460","M5J","Spadina-Fort York"
"4461","M2R","Willowdale"
"4462","M5A","Toronto Centre"
"4463","M4W","University-Rosedale"
"4464","M6K","Parkdale-High Park"
"4465","M5V","Spadina-Fort York"
"4466","M4S","St.Paul's"
"4467","M5R","University-Rosedale"
"4468","M3H","York Centre"
"4469","M5E","Spadina-Fort York"
"4470","M2N","Willowdale"
"4471","M2N","Willowdale"
"4472","M5A","Toronto Centre"
"4473","M5R","University-Rosedale"
"4474","M6E","St.Paul's"
"4475","M5V","Spadina-Fort York"
"4476","M6P","Parkdale-High Park"
"4477","M5V","Spadina-Fort York"
"4478","M6R","Parkdale-High Park"
"4479","M1C","Scarborough-Rouge Park"
"4480","M6K","Spadina-Fort York"
"4481","M5V","Spadina-Fort York"
"4482","M2N","Willowdale"
"4483","M5B","Toronto Centre"
"4484","M5A","Toronto Centre"
"4485","M5V","Spadina-Fort York"
"4486","M1K","Scarborough Centre"
"4487","M1N","Scarborough Southwest"
"4488","M4M","Toronto-Danforth"
"4489","M5V","Spadina-Fort York"
"4490","M4K","Toronto-Danforth"
"4491","M4Y","Toronto Centre"
"4492","M3C","Don Valley East"
"4493","M8W","Etobicoke-Lakeshore"
"4494","M8X","Etobicoke-Lakeshore"
"4495","M5V","Spadina-Fort York"
"4496","M1T","Scarborough-Agincourt"
"4497","M4C","Beaches-East York"
"4498","M3H","York Centre"
"4499","M1M","Scarborough Southwest"
"4500","M6P","Parkdale-High Park"
"4501","M3M","York Centre"
"4502","M8V","Etobicoke-Lakeshore"
"4503","M4B","Beaches-East York"
"4504","M4R","Eglinton-Lawrence"
"4505","M5V","Spadina-Fort York"
"4506","M6M","York South-Weston"
"4507","M5V","Spadina-Fort York"
"4508","M5V","Spadina-Fort York"
"4509","M6H","Davenport"
"4510","M5R","University-Rosedale"
"4511","M6J","Davenport"
"4512","M2K","Don Valley North"
"4513","M5J","Spadina-Fort York"
"4514","M4T","University-Rosedale"
"4515","M5V","Spadina-Fort York"
"4516","M6J","Davenport"
"4517","M4X","Toronto Centre"
"4518","M5V","Spadina-Fort York"
"4519","M5V","Spadina-Fort York"
"4520","M9V","Etobicoke North"
"4521","M6J","Spadina-Fort York"
"4522","M6N","Davenport"
"4523","M5V","Spadina-Fort York"
"4524","M6J","Spadina-Fort York"
"4525","M6K","Spadina-Fort York"
"4526","M6K","Spadina-Fort York"
"4527","M1B","Scarborough North"
"4528","M6J","Davenport"
"4529","M6P","Parkdale-High Park"
"4530","M6P","Parkdale-High Park"
"4531","M6P","Parkdale-High Park"
"4532","M6J","Davenport"
"4533","M5V","Spadina-Fort York"
"4534","M8V","Etobicoke-Lakeshore"
"4535","M5V","Spadina-Fort York"
"4536","M5V","Spadina-Fort York"
"4537","M9C","Etobicoke Centre"
"4538","M5V","Spadina-Fort York"
"4539","M5R","University-Rosedale"
"4540","M4L","Toronto-Danforth"
"4541","M5V","Spadina-Fort York"
"4542","M6R","Parkdale-High Park"
"4543","M4J","Toronto-Danforth"
"4544","M5J","Spadina-Fort York"
"4545","M9W","Etobicoke North"
"4546","M5V","Spadina-Fort York"
"4547","M8Y","Etobicoke-Lakeshore"
"4548","M6G","St.Paul's"
"4549","M5A","Toronto Centre"
"4550","M5A","Toronto Centre"
"4551","M5A","Toronto Centre"
"4552","M1E","Scarborough-Guildwood"
"4553","M5V","Spadina-Fort York"
"4554","M5T","Spadina-Fort York"
"4555","M5T","University-Rosedale"
"4556","M6J","University-Rosedale"
"4557","M8V","Etobicoke-Lakeshore"
"4558","M4S","St.Paul's"
"4559","M6K","Spadina-Fort York"
"4560","M8V","Etobicoke-Lakeshore"
"4561","M4L","Toronto-Danforth"
"4562","M4J","Toronto-Danforth"
"4563","M6N","York South-Weston"
"4564","M5B","Toronto Centre"
"4565","M5V","Spadina-Fort York"
"4566","M5R","University-Rosedale"
"4567","M6K","Spadina-Fort York"
"4568","M4X","Toronto Centre"
"4569","M5V","Spadina-Fort York"
"4570","M1S","Scarborough North"
"4571","M6G","University-Rosedale"
"4572","M4H","Don Valley West"
"4573","M5V","Spadina-Fort York"
"4574","M6N","York South-Weston"
"4575","M6H","Davenport"
"4576","M5V","Spadina-Fort York"
"4577","M4J","Toronto-Danforth"
"4578","M4L","Beaches-East York"
"4579","M5J","Spadina-Fort York"
"4580","M6S","Parkdale-High Park"
"4581","M6E","St.Paul's"
"4582","M5V","Spadina-Fort York"
"4583","M4K","Toronto-Danforth"
"4584","M9C","Etobicoke Centre"
"4585","M5B","Toronto Centre"
"4586","M5J","Spadina-Fort York"
"4587","M5V","Spadina-Fort York"
"4588","M4Y","Toronto Centre"
"4589","M5V","Spadina-Fort York"
"4590","M8V","Etobicoke-Lakeshore"
"4591","M5V","Spadina-Fort York"
"4592","M4W","Toronto Centre"
"4593","M2N","Willowdale"
"4594","M1B","Scarborough North"
"4595","M6A","Eglinton-Lawrence"
"4596","M3J","Humber River-Black Creek"
"4597","M1L","Scarborough Southwest"
"4598","M5V","Spadina-Fort York"
"4599","M5J","Spadina-Fort York"
"4600","M8Z","Etobicoke-Lakeshore"
"4601","M4Y","Toronto Centre"
"4602","M1W","Scarborough-Agincourt"
"4603","M1M","Scarborough Southwest"
"4604","M4P","St.Paul's"
"4605","M5V","Spadina-Fort York"
"4606","M4Y","Toronto Centre"
"4607","M1S","Scarborough North"
"4608","M3J","Humber River-Black Creek"
"4609","M5V","Spadina-Fort York"
"4610","M1N","Scarborough Southwest"
"4611","M6K","Parkdale-High Park"
"4612","M3J","Humber River-Black Creek"
"4613","M5E","Spadina-Fort York"
"4614","M8V","Etobicoke-Lakeshore"
"4615","M5J","Spadina-Fort York"
"4616","M5S","University-Rosedale"
"4617","M5V","Spadina-Fort York"
"4618","M9M","Humber River-Black Creek"
"4619","M5V","Spadina-Fort York"
"4620","M6E","St.Paul's"
"4621","M5M","Eglinton-Lawrence"
"4622","M6G","University-Rosedale"
"4623","M6P","Parkdale-High Park"
"4624","M8V","Etobicoke-Lakeshore"
"4625","M1E","Scarborough-Guildwood"
"4626","M6P","Parkdale-High Park"
"4627","M6L","York South-Weston"
"4628","M5J","Spadina-Fort York"
"4629","M2M","Willowdale"
"4630","M4R","Eglinton-Lawrence"
"4631","M6N","Davenport"
"4632","M5V","Spadina-Fort York"
"4633","M5R","University-Rosedale"
"4634","M5V","Spadina-Fort York"
"4635","M5V","Spadina-Fort York"
"4636","M4N","Don Valley West"
"4637","M8W","Etobicoke-Lakeshore"
"4638","M6C","St.Paul's"
"4639","M4J","Toronto-Danforth"
"4640","M3C","Don Valley East"
"4641","M6K","Spadina-Fort York"
"4642","M4P","St.Paul's"
"4643","M4Y","Toronto Centre"
"4644","M4Y","Toronto Centre"
"4645","M4M","Toronto-Danforth"
"4646","M6G","University-Rosedale"
"4647","M6E","St.Paul's"
"4648","M6N","York South-Weston"
"4649","M2R","Willowdale"
"4650","M6G","University-Rosedale"
"4651","M6N","York South-Weston"
"4652","M4W","University-Rosedale"
"4653","M9V","Etobicoke North"
"4654","M5V","Spadina-Fort York"
"4655","M5V","Spadina-Fort York"
"4656","M6K","Spadina-Fort York"
"4657","M4Y","Toronto Centre"
"4658","M6K","Spadina-Fort York"
"4659","M5R","University-Rosedale"
"4660","M5V","Spadina-Fort York"
"4661","M4K","Toronto-Danforth"
"4662","M5V","Spadina-Fort York"
"4663","M5B","Toronto Centre"
"4664","M6H","Davenport"
"4665","M5V","Spadina-Fort York"
"4666","M6G","University-Rosedale"
"4667","M4M","Toronto-Danforth"
"4668","M5R","University-Rosedale"
"4669","M5V","Spadina-Fort York"
"4670","M4J","Toronto-Danforth"
"4671","M4X","Toronto Centre"
"4672","M4Y","Toronto Centre"
"4673","M5V","Spadina-Fort York"
"4674","M6H","Davenport"
"4675","M5B","Toronto Centre"
"4676","M6H","Davenport"
"4677","M3N","Humber River-Black Creek"
"4678","M2J","Don Valley North"
"4679","M5B","Toronto Centre"
"4680","M5A","Toronto Centre"
"4681","M5R","University-Rosedale"
"4682","M4G","Don Valley West"
"4683","M1V","Scarborough-Agincourt"
"4684","M6J","University-Rosedale"
